"sample_id","label","y_true","source_group","recommended_eval","duplicate_group","label_status","target_path","vulnerable_contract","vulnerable_function","vuln_line_start","vuln_line_end","secondary_function","secondary_line_start","secondary_line_end","location_source","location_note","vulnerable_path"
"ss_022_eth_0x82084ed9fd5a582aa2994c0f07f535735e85f318_HarvestV2Keep3rJob","ROR","1","smartreco_solidity_sources","1","0x82084ed9fd5a582aa2994c0f07f535735e85f318","smartreco_address_positive","cases/smartreco_sources/eth_0x82084ed9fd5a582aa2994c0f07f535735e85f318_HarvestV2Keep3rJob/contracts/jobs/v2/HarvestV2Keep3rJob.sol","V2Keep3rJob","forceWork","147","150","","","","manual_proxy_or_inheritance_resolution","manual inherited implementation resolution from HarvestV2Keep3rJob","cases/smartreco_sources/eth_0x82084ed9fd5a582aa2994c0f07f535735e85f318_HarvestV2Keep3rJob/contracts/jobs/v2/V2Keep3rJob.sol"
"ss_024_eth_0x9d58779365b067d5d3fcc6e92d237acd06f1e6a1_ArgentModule","ROR","1","smartreco_solidity_sources","1","0x9d58779365b067d5d3fcc6e92d237acd06f1e6a1","smartreco_address_positive","cases/smartreco_sources/eth_0x9d58779365b067d5d3fcc6e92d237acd06f1e6a1_ArgentModule/Users/Elena/Source/argent-contracts/contracts/modules/ArgentModule.sol","RelayerManager","execute","81","140","","","","manual_proxy_or_inheritance_resolution","manual inherited implementation resolution from ArgentModule","cases/smartreco_sources/eth_0x9d58779365b067d5d3fcc6e92d237acd06f1e6a1_ArgentModule/Users/Elena/Source/argent-contracts/contracts/modules/RelayerManager.sol"
"ss_025_eth_0x9f72dc67cec672bb99e3d02cbea0a21536a2b657","ROR","1","smartreco_solidity_sources","1","0x9f72dc67cec672bb99e3d02cbea0a21536a2b657","smartreco_address_positive","cases/smartreco_sources/eth_0x9f72dc67cec672bb99e3d02cbea0a21536a2b657/contracts/protocol/libraries/sturdy-upgradeability/InitializableImmutableAdminUpgradeabilityProxy.sol","LendingPool","borrow","3765","3786","","","","manual_proxy_or_inheritance_resolution","manual proxy implementation resolution from upgradeability proxy","cases/smartreco_sources/eth_0x9f72dc67cec672bb99e3d02cbea0a21536a2b657/LendingPool.sol"
"ss_030_eth_0xb0880df8420974ef1b040111e5e0e95f05f8fee1_yVault_ZapInOut_General_V1_5","ROR","1","smartreco_solidity_sources","1","0xb0880df8420974ef1b040111e5e0e95f05f8fee1","smartreco_address_positive","cases/smartreco_sources/eth_0xb0880df8420974ef1b040111e5e0e95f05f8fee1_yVault_ZapInOut_General_V1_5/yVault_ZapInOut_General_V1_5.sol","yVault_ZapInOut_General_V1_5","ZapOut","1082","1181","","","","manifest_function_name","target function resolved from source","cases/smartreco_sources/eth_0xb0880df8420974ef1b040111e5e0e95f05f8fee1_yVault_ZapInOut_General_V1_5/yVault_ZapInOut_General_V1_5.sol"
"ss_032_eth_0xbb787d6243a8d450659e09ea6fd82f1c859691e9_ConicEthPool","ROR","1","smartreco_solidity_sources","1","0xbb787d6243a8d450659e09ea6fd82f1c859691e9","smartreco_address_positive","cases/smartreco_sources/eth_0xbb787d6243a8d450659e09ea6fd82f1c859691e9_ConicEthPool/ConicEthPool.sol","ConicEthPool","deposit","203","208","","","","manifest_function_name","target function resolved from source","cases/smartreco_sources/eth_0xbb787d6243a8d450659e09ea6fd82f1c859691e9_ConicEthPool/ConicEthPool.sol"
"ss_034_eth_0xc5b49abf8b164472be9486767af6b1a5586b5609_yVault_ZapOut_V2","ROR","1","smartreco_solidity_sources","1","0xc5b49abf8b164472be9486767af6b1a5586b5609","smartreco_address_positive","cases/smartreco_sources/eth_0xc5b49abf8b164472be9486767af6b1a5586b5609_yVault_ZapOut_V2/yVault_ZapOut_V2.sol","yVault_ZapOut_V2","ZapOut","921","985","","","","manifest_function_name","target function resolved from source","cases/smartreco_sources/eth_0xc5b49abf8b164472be9486767af6b1a5586b5609_yVault_ZapOut_V2/yVault_ZapOut_V2.sol"
"ss_036_eth_0xd6b88257e91e4e4d4e990b3a858c849ef2dfde8c_yVault_ZapOut_V3_0_1","ROR","1","smartreco_solidity_sources","1","0xd6b88257e91e4e4d4e990b3a858c849ef2dfde8c","smartreco_address_positive","cases/smartreco_sources/eth_0xd6b88257e91e4e4d4e990b3a858c849ef2dfde8c_yVault_ZapOut_V3_0_1/contracts/yEarn/yVault_ZapOut_V3.sol","yVault_ZapOut_V3_0_1","ZapOut","175","236","","","","manifest_function_name","target function resolved from source","cases/smartreco_sources/eth_0xd6b88257e91e4e4d4e990b3a858c849ef2dfde8c_yVault_ZapOut_V3_0_1/contracts/yEarn/yVault_ZapOut_V3.sol"
"ss_038_eth_0xd6e194af3d9674b62d1b30ec676030c23961275e_AdminUpgradeabilityProxy","ROR","1","smartreco_solidity_sources","1","0xd6e194af3d9674b62d1b30ec676030c23961275e","smartreco_address_positive","cases/smartreco_sources/eth_0xd6e194af3d9674b62d1b30ec676030c23961275e_AdminUpgradeabilityProxy/AdminUpgradeabilityProxy.sol","RariFundManager","deposit","464","467","","","","manual_proxy_or_inheritance_resolution","manual proxy implementation resolution from AdminUpgradeabilityProxy","cases/smartreco_sources/eth_0xd6e194af3d9674b62d1b30ec676030c23961275e_AdminUpgradeabilityProxy/home/david/repc-latest-latest/contracts/RariFundManager.sol"
"ss_040_eth_0xe27f1a136c0114aded15b24b576ad7f71483dcca_WETHGateway","ROR","1","smartreco_solidity_sources","1","0xe27f1a136c0114aded15b24b576ad7f71483dcca","smartreco_address_positive","cases/smartreco_sources/eth_0xe27f1a136c0114aded15b24b576ad7f71483dcca_WETHGateway/WETHGateway.sol","WETHGateway","withdrawETH","1786","1803","","","","manifest_function_name","target function resolved from source","cases/smartreco_sources/eth_0xe27f1a136c0114aded15b24b576ad7f71483dcca_WETHGateway/WETHGateway.sol"
"ss_044_polygo_0xe150e792e0a18c9984a0630f051a607dee3c265d_CErc20Delegator","ROR","1","smartreco_solidity_sources","1","0xe150e792e0a18c9984a0630f051a607dee3c265d","smartreco_address_positive","cases/smartreco_sources/polygo_0xe150e792e0a18c9984a0630f051a607dee3c265d_CErc20Delegator/contracts/compound/CErc20Delegator.sol","CErc20Delegator","fallback","87","109","","","","manual_proxy_or_inheritance_resolution","manual delegator fallback resolution for borrow delegatecall","cases/smartreco_sources/polygo_0xe150e792e0a18c9984a0630f051a607dee3c265d_CErc20Delegator/contracts/compound/CErc20Delegator.sol"
"rf_001_01_ConicEthPool_Deposit_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/01_ConicEthPool_Deposit_ROR.sol","ConicEthPool","depositFor","42","70","cachedTotalUnderlying","94","99","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/01_ConicEthPool_Deposit_ROR.sol"
"rf_002_02_QuickSwapCErc20_Borrow_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/02_QuickSwapCErc20_Borrow_ROR.sol","CErc20","borrowFresh","50","65","exchangeRateStored","81","88","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/02_QuickSwapCErc20_Borrow_ROR.sol"
"rf_003_03_QuickSwapCErc20_Liquidation_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/03_QuickSwapCErc20_Liquidation_ROR.sol","CErc20","liquidateBorrowFresh","70","94","exchangeRateStored","139","146","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/03_QuickSwapCErc20_Liquidation_ROR.sol"
"rf_004_04_SturdyLendingPool_Borrow_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/04_SturdyLendingPool_Borrow_ROR.sol","LendingPool","_executeBorrow","63","100","getUserAccountData","112","133","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/04_SturdyLendingPool_Borrow_ROR.sol"
"rf_005_05_SturdyWETHGateway_Withdraw_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/05_SturdyWETHGateway_Withdraw_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/05_SturdyWETHGateway_Withdraw_Safe.sol"
"rf_006_06_MidasCErc20_Borrow_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/06_MidasCErc20_Borrow_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/06_MidasCErc20_Borrow_Safe.sol"
"rf_007_07_VaultSharePrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/07_VaultSharePrice_ROR.sol","VulnerableShareVault","withdraw","23","32","pricePerShare","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/07_VaultSharePrice_ROR.sol"
"rf_008_08_CurveVirtualPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/08_CurveVirtualPrice_ROR.sol","VulnerableCurveLikePool","removeLiquidity","25","34","get_virtual_price","21","23","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/08_CurveVirtualPrice_ROR.sol"
"rf_009_09_AMMSpotPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/09_AMMSpotPrice_ROR.sol","VulnerableAMM","swapOut","21","25","spotPrice","17","19","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/09_AMMSpotPrice_ROR.sol"
"rf_010_10_RateProvider_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/10_RateProvider_ROR.sol","VulnerableRateProviderToken","unwrap","23","31","getRate","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/10_RateProvider_ROR.sol"
"rf_011_11_LendingOracle_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/11_LendingOracle_ROR.sol","VulnerableCollateralOracle","withdrawCollateral","23","31","collateralIndex","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/11_LendingOracle_ROR.sol"
"rf_012_12_VirtualPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/12_VirtualPrice_ROR.sol","RORCurvePool12","removeLiquidity","23","27","get_virtual_price","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/12_VirtualPrice_ROR.sol"
"rf_013_13_RateProvider_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/13_RateProvider_ROR.sol","RORRateProviderToken13","unwrap","23","27","getRate","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/13_RateProvider_ROR.sol"
"rf_014_14_LendingOracle_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/14_LendingOracle_ROR.sol","RORCollateralIndex14","exit","23","27","collateralIndex","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/14_LendingOracle_ROR.sol"
"rf_015_15_SpotPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/15_SpotPrice_ROR.sol","RORSpotPriceAMM15","swapOut","43","47","spotPrice","18","20","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/15_SpotPrice_ROR.sol"
"rf_016_16_SharePrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/16_SharePrice_ROR.sol","RORShareVault16","withdraw","23","27","pricePerShare","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/16_SharePrice_ROR.sol"
"rf_017_17_VirtualPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/17_VirtualPrice_ROR.sol","RORCurvePool17","removeLiquidity","23","27","get_virtual_price","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/17_VirtualPrice_ROR.sol"
"rf_018_18_RateProvider_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/18_RateProvider_ROR.sol","RORRateProviderToken18","unwrap","23","27","getRate","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/18_RateProvider_ROR.sol"
"rf_019_19_LendingOracle_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/19_LendingOracle_ROR.sol","RORCollateralIndex19","exit","23","27","collateralIndex","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/19_LendingOracle_ROR.sol"
"rf_020_20_SpotPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/20_SpotPrice_ROR.sol","RORSpotPriceAMM20","swapOut","43","47","spotPrice","18","20","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/20_SpotPrice_ROR.sol"
"rf_021_21_SharePrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/21_SharePrice_ROR.sol","RORShareVault21","withdraw","23","27","pricePerShare","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/21_SharePrice_ROR.sol"
"rf_022_22_VirtualPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/22_VirtualPrice_ROR.sol","RORCurvePool22","removeLiquidity","25","31","get_virtual_price","21","23","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/22_VirtualPrice_ROR.sol"
"rf_023_23_RateProvider_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/23_RateProvider_ROR.sol","RORRateProviderToken23","unwrap","23","28","getRate","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/23_RateProvider_ROR.sol"
"rf_024_24_LendingOracle_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/24_LendingOracle_ROR.sol","RORCollateralIndex24","exit","23","28","collateralIndex","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/24_LendingOracle_ROR.sol"
"rf_025_25_SpotPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/25_SpotPrice_ROR.sol","RORSpotPriceAMM25","swapOut","21","24","spotPrice","17","19","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/25_SpotPrice_ROR.sol"
"rf_026_26_SharePrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/26_SharePrice_ROR.sol","RORShareVault26","withdraw","23","29","pricePerShare","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/26_SharePrice_ROR.sol"
"rf_027_27_VirtualPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/27_VirtualPrice_ROR.sol","RORCurvePool27","removeLiquidity","25","31","get_virtual_price","21","23","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/27_VirtualPrice_ROR.sol"
"rf_028_28_RateProvider_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/28_RateProvider_ROR.sol","RORRateProviderToken28","unwrap","23","28","getRate","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/28_RateProvider_ROR.sol"
"rf_029_29_LendingOracle_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/29_LendingOracle_ROR.sol","RORCollateralIndex29","exit","23","28","collateralIndex","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/29_LendingOracle_ROR.sol"
"rf_030_30_SpotPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/30_SpotPrice_ROR.sol","RORSpotPriceAMM30","swapOut","21","24","spotPrice","17","19","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/30_SpotPrice_ROR.sol"
"rf_031_31_SharePrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/31_SharePrice_ROR.sol","RORShareVault31","withdraw","23","29","pricePerShare","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/31_SharePrice_ROR.sol"
"rf_032_32_VirtualPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/32_VirtualPrice_ROR.sol","RORCurvePool32","removeLiquidity","25","31","get_virtual_price","21","23","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/32_VirtualPrice_ROR.sol"
"rf_033_33_RateProvider_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/33_RateProvider_ROR.sol","RORRateProviderToken33","unwrap","23","28","getRate","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/33_RateProvider_ROR.sol"
"rf_034_34_LendingOracle_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/34_LendingOracle_ROR.sol","RORCollateralIndex34","exit","23","28","collateralIndex","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/34_LendingOracle_ROR.sol"
"rf_035_35_SpotPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/35_SpotPrice_ROR.sol","RORSpotPriceAMM35","swapOut","21","24","spotPrice","17","19","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/35_SpotPrice_ROR.sol"
"rf_036_36_SharePrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/36_SharePrice_ROR.sol","RORShareVault36","withdraw","23","29","pricePerShare","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/36_SharePrice_ROR.sol"
"rf_037_37_VirtualPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/37_VirtualPrice_ROR.sol","RORCurvePool37","removeLiquidity","25","31","get_virtual_price","21","23","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/37_VirtualPrice_ROR.sol"
"rf_038_38_RateProvider_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/38_RateProvider_ROR.sol","RORRateProviderToken38","unwrap","23","28","getRate","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/38_RateProvider_ROR.sol"
"rf_039_39_LendingOracle_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/39_LendingOracle_ROR.sol","RORCollateralIndex39","exit","23","28","collateralIndex","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/39_LendingOracle_ROR.sol"
"rf_040_40_SpotPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/40_SpotPrice_ROR.sol","RORSpotPriceAMM40","swapOut","21","24","spotPrice","17","19","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/40_SpotPrice_ROR.sol"
"rf_041_41_SharePrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/41_SharePrice_ROR.sol","RORShareVault41","withdraw","23","29","pricePerShare","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/41_SharePrice_ROR.sol"
"rf_042_42_VirtualPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/42_VirtualPrice_ROR.sol","RORCurvePool42","removeLiquidity","25","31","get_virtual_price","21","23","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/42_VirtualPrice_ROR.sol"
"rf_043_43_RateProvider_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/43_RateProvider_ROR.sol","RORRateProviderToken43","unwrap","23","28","getRate","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/43_RateProvider_ROR.sol"
"rf_044_44_LendingOracle_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/44_LendingOracle_ROR.sol","RORCollateralIndex44","exit","23","28","collateralIndex","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/44_LendingOracle_ROR.sol"
"rf_045_45_SpotPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/45_SpotPrice_ROR.sol","RORSpotPriceAMM45","swapOut","21","24","spotPrice","17","19","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/45_SpotPrice_ROR.sol"
"rf_046_46_SharePrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/46_SharePrice_ROR.sol","RORShareVault46","withdraw","23","29","pricePerShare","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/46_SharePrice_ROR.sol"
"rf_047_47_VirtualPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/47_VirtualPrice_ROR.sol","RORCurvePool47","removeLiquidity","25","31","get_virtual_price","21","23","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/47_VirtualPrice_ROR.sol"
"rf_048_48_RateProvider_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/48_RateProvider_ROR.sol","RORRateProviderToken48","unwrap","23","28","getRate","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/48_RateProvider_ROR.sol"
"rf_049_49_LendingOracle_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/49_LendingOracle_ROR.sol","RORCollateralIndex49","exit","23","28","collateralIndex","19","21","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/49_LendingOracle_ROR.sol"
